03/05/2019 19:39:08,loc283,29
03/05/2019 19:44:08,loc283,32
03/05/2019 19:49:08,loc283,32
03/05/2019 19:54:08,loc283,28
03/05/2019 19:59:08,loc283,31
03/05/2019 20:04:08,loc283,32
03/05/2019 20:09:08,loc283,30
03/05/2019 20:14:08,loc283,30
03/05/2019 20:19:08,loc283,31
03/05/2019 20:24:08,loc283,29
03/05/2019 20:29:08,loc283,31
03/05/2019 20:34:08,loc283,36
03/05/2019 20:39:08,loc283,28
03/05/2019 20:44:08,loc283,29
03/05/2019 20:49:08,loc283,28
03/05/2019 20:54:08,loc283,31
03/05/2019 20:59:08,loc283,28
03/05/2019 21:04:08,loc283,28
03/05/2019 21:09:08,loc283,31
03/05/2019 21:14:08,loc283,32
03/05/2019 21:19:08,loc283,28
03/05/2019 21:24:08,loc283,29
03/05/2019 21:29:08,loc283,36
03/05/2019 21:34:08,loc283,29
03/05/2019 21:39:08,loc283,28
03/05/2019 21:44:08,loc283,33
03/05/2019 21:49:08,loc283,29
03/05/2019 21:54:08,loc283,31
03/05/2019 21:59:08,loc283,30
03/05/2019 22:04:08,loc283,28
03/05/2019 22:09:08,loc283,31
03/05/2019 22:14:08,loc283,32
03/05/2019 22:19:08,loc283,31
03/05/2019 22:24:08,loc283,34
03/05/2019 22:29:08,loc283,30
03/05/2019 22:34:08,loc283,29
03/05/2019 22:39:08,loc283,30
03/05/2019 22:44:08,loc283,29
03/05/2019 22:49:08,loc283,31
03/05/2019 22:54:08,loc283,28
03/05/2019 22:59:08,loc283,29
03/05/2019 23:04:08,loc283,31
03/05/2019 23:09:08,loc283,28
03/05/2019 23:14:08,loc283,32
03/05/2019 23:19:08,loc283,30
03/05/2019 23:24:08,loc283,28
03/05/2019 23:29:08,loc283,32
03/05/2019 23:34:08,loc283,29
03/05/2019 23:39:08,loc283,28
03/05/2019 23:44:08,loc283,35
03/05/2019 23:49:08,loc283,28
03/05/2019 23:54:08,loc283,31
03/05/2019 23:59:08,loc283,28
03/06/2019 00:04:08,loc283,33
03/06/2019 00:09:08,loc283,28
03/06/2019 00:14:08,loc283,31
03/06/2019 00:19:08,loc283,28
03/06/2019 00:24:08,loc283,29
03/06/2019 00:29:08,loc283,29
03/06/2019 00:34:08,loc283,30
03/06/2019 00:39:08,loc283,30
03/06/2019 00:44:08,loc283,29
03/06/2019 00:49:08,loc283,31
