03/05/2019 03:49:40,loc423,25
03/05/2019 03:54:40,loc423,24
03/05/2019 03:59:40,loc423,27
03/05/2019 04:04:40,loc423,22
03/05/2019 04:09:40,loc423,23
03/05/2019 04:14:40,loc423,26
03/05/2019 04:19:40,loc423,28
03/05/2019 04:24:40,loc423,22
03/05/2019 04:29:40,loc423,22
03/05/2019 04:34:40,loc423,24
03/05/2019 04:39:40,loc423,27
03/05/2019 04:44:40,loc423,22
03/05/2019 04:49:40,loc423,23
03/05/2019 04:54:40,loc423,27
03/05/2019 04:59:40,loc423,25
03/05/2019 05:04:40,loc423,27
03/05/2019 05:09:40,loc423,23
03/05/2019 05:14:40,loc423,25
03/05/2019 05:19:40,loc423,22
03/05/2019 05:24:40,loc423,23
03/05/2019 05:29:40,loc423,25
03/05/2019 05:34:40,loc423,27
03/05/2019 05:39:40,loc423,26
03/05/2019 05:44:40,loc423,30
03/05/2019 05:49:40,loc423,23
03/05/2019 05:54:40,loc423,23
03/05/2019 05:59:40,loc423,26
03/05/2019 06:04:40,loc423,22
03/05/2019 06:09:40,loc423,25
03/05/2019 06:14:40,loc423,22
03/05/2019 06:19:40,loc423,24
03/05/2019 06:24:40,loc423,22
03/05/2019 06:29:40,loc423,22
03/05/2019 06:34:40,loc423,27
03/05/2019 06:39:40,loc423,23
03/05/2019 06:44:40,loc423,23
03/05/2019 06:49:40,loc423,26
03/05/2019 06:54:40,loc423,22
03/05/2019 06:59:40,loc423,25
03/05/2019 07:04:40,loc423,22
03/05/2019 07:09:40,loc423,22
03/05/2019 07:14:40,loc423,23
03/05/2019 07:19:40,loc423,23
03/05/2019 07:24:40,loc423,24
03/05/2019 07:29:40,loc423,22
03/05/2019 07:34:40,loc423,30
03/05/2019 07:39:40,loc423,22
03/05/2019 07:44:40,loc423,22
03/05/2019 07:49:40,loc423,24
03/05/2019 07:54:40,loc423,22
03/05/2019 07:59:40,loc423,24
03/05/2019 08:04:40,loc423,27
03/05/2019 08:09:40,loc423,23
03/05/2019 08:14:40,loc423,24
03/05/2019 08:19:40,loc423,24
03/05/2019 08:24:40,loc423,22
03/05/2019 08:29:40,loc423,22
03/05/2019 08:34:40,loc423,24
03/05/2019 08:39:40,loc423,22
03/05/2019 08:44:40,loc423,22
03/05/2019 08:49:40,loc423,25
03/05/2019 08:54:40,loc423,22
03/05/2019 08:59:40,loc423,22
03/05/2019 09:04:40,loc423,22
03/05/2019 09:09:40,loc423,22
03/05/2019 09:14:40,loc423,27
03/05/2019 09:19:40,loc423,28
03/05/2019 09:24:40,loc423,24
03/05/2019 09:29:40,loc423,22
03/05/2019 09:34:40,loc423,22
03/05/2019 09:39:40,loc423,22
03/05/2019 09:44:40,loc423,23
03/05/2019 09:49:40,loc423,23
03/05/2019 09:54:40,loc423,22
03/05/2019 09:59:40,loc423,27
03/05/2019 10:04:40,loc423,24
03/05/2019 10:09:40,loc423,23
03/05/2019 10:14:40,loc423,24
03/05/2019 10:19:40,loc423,28
03/05/2019 10:24:40,loc423,25
03/05/2019 10:29:40,loc423,23
03/05/2019 10:34:40,loc423,26
03/05/2019 10:39:40,loc423,24
03/05/2019 10:44:40,loc423,22
03/05/2019 10:49:40,loc423,31
03/05/2019 10:54:40,loc423,22
03/05/2019 10:59:40,loc423,23
03/05/2019 11:04:40,loc423,23
03/05/2019 11:09:40,loc423,22
03/05/2019 11:14:40,loc423,25
03/05/2019 11:19:40,loc423,25
03/05/2019 11:24:40,loc423,26
03/05/2019 11:29:40,loc423,28
